Taxa.name,genus,species,Mobility.apparatus,size,Colonial,Filament,centric,Gelatinous,aerotopes,Class,Order,MFG.fromtraits
Microcystis,Microcystis,,0,large,1,0,0,0,1,Cyanophyceae,Chroococcales,5b-LargeVacC
Microcystis wesenbergii,Microcystis,wesenbergii,0,small,1,0,0,0,1,Cyanophyceae,Chroococcales,5d-SmallChroo
Microspora abbreviata,Microspora,abbreviata,0,small,1,1,0,0,0,Chlorophyceae,Microsporales,10a-FilaChlorp
Monallantus,Monallantus,,0,small,0,0,0,1,0,Xanthophyceae,Mischococcales,9d-SmallUnic
Monoraphidium arcuatum,Monoraphidium,arcuatum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium circinale,Monoraphidium,circinale,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium contortum,Monoraphidium,contortum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium convolutum,Monoraphidium,convolutum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium dybowskii,Monoraphidium,dybowskii,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium fontinale,Monoraphidium,fontinale,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium griffithii,Monoraphidium,griffithii,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Monoraphidium indicum,Monoraphidium,indicum,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Monoraphidium irregulare,Monoraphidium,irregulare,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Monoraphidium komarkovae,Monoraphidium,komarkovae,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Monoraphidium minutum,Monoraphidium,minutum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium mirabile,Monoraphidium,mirabile,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Monoraphidium nanum,Monoraphidium,nanum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium pusillum,Monoraphidium,pusillum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium skujae,Monoraphidium,skujae,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium,Monoraphidium,,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium subclavatum,Monoraphidium,subclavatum,0,small,0,0,0,NA,NA,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monoraphidium tortile,Monoraphidium,tortile,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Monosiga varians,Monosiga,varians,1,small,0,0,0,1,0,Choanoflagellatea,Choanoflagellida,NA
Mougeotia gracillima,Mougeotia,gracillima,0,large,1,1,0,0,0,Zygnematophyceae,Zygnematales,10b-FilaConj
Mougeotia,Mougeotia,,0,large,1,1,0,0,0,Zygnematophyceae,Zygnematales,10b-FilaConj
Navicula accomoda,Navicula,accomoda,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula capitata,Navicula,capitata,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula capitatoradiata,Navicula,capitatoradiata,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula clementis,Navicula,clementis,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula clementis minor,Navicula,clementis minor,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula cryptotenella,Navicula,cryptotenella,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula cuspidata,Navicula,cuspidata,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula decussis,Navicula,decussis,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula dicephala,Navicula,dicephala,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula exigua,Navicula,exigua,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula gregaria,Navicula,gregaria,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula halophila,Navicula,halophila,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula lanceolata,Navicula,lanceolata,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula menisculus,Navicula,menisculus,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula minima,Navicula,minima,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula placentula,Navicula,placentula,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula pseudanglica,Navicula,pseudanglica,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula pupula,Navicula,pupula,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula radiosa,Navicula,radiosa,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula reinhardtii,Navicula,reinhardtii,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula rhynchocephala,Navicula,rhynchocephala,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula scutelloides,Navicula,scutelloides,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula,Navicula,,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula subhamulata,Navicula,subhamulata,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Navicula tripunctata,Navicula,tripunctata,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Navicula tuscula,Navicula,tuscula,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Neidium affine,Neidium,affine,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Neidium binodeforme,Neidium,binodeforme,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Neidium dubium,Neidium,dubium,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Neidium iridis,Neidium,iridis,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Neidium,Neidium,,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Nephrochlamys allanthoidea,Nephrochlamys,allanthoidea,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Nephrochlamys danica,Nephrochlamys,danica,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Nephrochlamys subsolitaria,Nephrochlamys,subsolitaria,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Nephrocytium agardhianum,Nephrocytium,agardhianum,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Nephrocytium limneticum,Nephrocytium,limneticum,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Nephrocytium,Nephrocytium,,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Nephrodiella,Nephrodiella,,0,small,0,0,0,NA,NA,Xanthophyceae,Mischococcales,9d-SmallUnic
Nitzschia acicularis,Nitzschia,acicularis,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia angustatula,Nitzschia,angustatula,1,small,0,0,0,1,0,Bacillariophyceae,Bacillariales,7b-SmallPenn
Nitzschia archibaldii,Nitzschia,archibaldii,1,small,0,0,0,0,0,Bacillariophyceae,Bacillariales,7b-SmallPenn
Nitzschia linearis,Nitzschia,linearis,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia tryblionella,Nitzschia,tryblionella,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia constricta,Nitzschia,constricta,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia debilis,Nitzschia,debilis,1,small,0,0,0,1,0,Bacillariophyceae,Bacillariales,7b-SmallPenn
Nitzschia dissipata,Nitzschia,dissipata,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia flexa,Nitzschia,flexa,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia fonticola,Nitzschia,fonticola,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia fruticosa,Nitzschia,fruticosa,1,large,1,0,0,1,0,Bacillariophyceae,Bacillariales,6b1-LColPenn
Nitzschia gracilis,Nitzschia,gracilis,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia graciloides,Nitzschia,graciloides,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia hantzschiana,Nitzschia,hantzschiana,1,small,0,0,0,1,0,Bacillariophyceae,Bacillariales,7b-SmallPenn
Nitzschia inconspicua,Nitzschia,inconspicua,1,small,0,0,0,1,0,Bacillariophyceae,Bacillariales,7b-SmallPenn
Nitzschia lacuum,Nitzschia,lacuum,1,small,0,0,0,1,0,Bacillariophyceae,Bacillariales,7b-SmallPenn
Nitzschia lanceolata,Nitzschia,lanceolata,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia levidensis,Nitzschia,levidensis,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia palea,Nitzschia,palea,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia paleacea,Nitzschia,paleacea,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia recta,Nitzschia,recta,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia romana,Nitzschia,romana,1,small,0,0,0,1,0,Bacillariophyceae,Bacillariales,7b-SmallPenn
Nitzschia sigma,Nitzschia,sigma,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia sigmoidea,Nitzschia,sigmoidea,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia,Nitzschia,,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Nitzschia vermicularis,Nitzschia,vermicularis,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Ochromonas variabilis,Ochromonas,variabilis,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Ochromonas nannos,Ochromonas,nannos,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Ochromonas pyriformis,Ochromonas,pyriformis,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Ochromonas,Ochromonas,,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Ochromonas tenera,Ochromonas,tenera,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Ochromonas verrucosa,Ochromonas,verrucosa,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Oedogonium large cell,Oedogonium,large cell,0,large,1,1,0,NA,NA,Chlorophyceae,Oedogoniales,10a-FilaChlorp
Oedogonium,Oedogonium,,0,large,1,1,0,1,0,Chlorophyceae,Oedogoniales,10a-FilaChlorp
Oestrupia bicontracta,Oestrupia,bicontracta,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Oocystis borgei,Oocystis,borgei,0,large,0,0,0,1,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Oocystis bispora,Oocystis,bispora,0,small,0,0,0,NA,NA,Chlorophyceae,Chlorococcales,9b-SmallChlor
Oocystis lacustris,Oocystis,lacustris,0,small,0,0,0,1,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Oocystis marsonii,Oocystis,marsonii,0,small,0,0,0,1,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Oocystis naegelii,Oocystis,naegelii,0,large,0,0,0,1,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Oocystis parva,Oocystis,parva,0,small,0,0,0,1,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Oocystis polymorpha,Oocystis,polymorpha,0,small,0,0,0,1,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Oocystis rhomboidea,Oocystis,rhomboidea,0,small,0,0,0,1,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Oocystis solitaria,Oocystis,solitaria,0,small,0,0,0,1,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Oocystis,Oocystis,,0,small,0,0,0,1,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Ophiocytium lagerheimii,Ophiocytium,lagerheimii,0,large,0,0,0,1,0,Xanthophyceae,Mischococcales,8b-LargeUnic
Oscillatoria bourrellyi,Oscillatoria,bourrellyi,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Oscillatoria janus,Oscillatoria,janus,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Oscillatoria limnetica,Oscillatoria,limnetica,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Oscillatoria major,Oscillatoria,major,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Oscillatoria tenuis,Oscillatoria,tenuis,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Oscillatoria limosa,Oscillatoria,limosa,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Oscillatoria,Oscillatoria,,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Palmeacea,Palmeacea,,0,small,1,0,0,NA,NA,Chlorophyceae,Chlorococcales,11a-NakeChlor
Palmella,Palmella,,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Palmellaceae,Palmellaceae,,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Pandorina morum,Pandorina,morum,1,large,1,0,0,0,0,Chlorophyceae,Volvocales,3b-ColoPhyto
Pandorina morum major,Pandorina,morum major,1,large,1,0,0,0,0,Chlorophyceae,Volvocales,3b-ColoPhyto
Pandorina,Pandorina,,1,small,1,0,0,0,0,Chlorophyceae,Volvocales,3b-ColoPhyto
Pannus spumosus,Pannus,spumosus,0,large,1,0,0,0,0,Cyanophyceae,Chroococcales,5c-OtherChroo
Papenfussiomonas cordata,Papenfussiomonas,cordata,1,small,0,0,0,0,0,Chlorophyceae,Volvocales,3a-UnicPhyto
Paradoxia multiseta,Paradoxia,multiseta,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Paradoxia pelletieri,Paradoxia,pelletieri,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Paulschulzia pseudovolvox,Paulschulzia,pseudovolvox,0,large,1,0,0,0,0,Chlorophyceae,Tetrasporales,11a-NakeChlor
Pediastrum biradiatum,Pediastrum,biradiatum,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Pediastrum boryanum,Pediastrum,boryanum,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Pediastrum boryanum longicorne,Pediastrum,boryanum longicorne,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Pediastrum duplex,Pediastrum,duplex,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Pediastrum duplex gracillimum,Pediastrum,duplex gracillimum,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Pediastrum simplex,Pediastrum,simplex,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Pediastrum simplex sturmii,Pediastrum,simplex sturmii,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Pediastrum tetras,Pediastrum,tetras,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Penium,Penium,,0,large,0,0,0,0,0,Zygnematophyceae,Zygnematales,8a-LargeCoCh
Penium spinospermum,Penium,spinospermum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Peridiniopsis cunningtonii,Peridiniopsis,cunningtonii,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridiniopsis cunningtonii contactum,Peridiniopsis,cunningtonii contactum,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridiniopsis elpatiewski,Peridiniopsis,elpatiewski,1,large,0,0,0,1,0,Dinophyceae,Peridiniales,1b-LargeDino
Peridiniopsis penardiforme,Peridiniopsis,penardiforme,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridiniopsis polonicum,Peridiniopsis,polonicum,1,large,0,0,0,0,0,Dinophyceae,Peridiniales,1b-LargeDino
Peridiniopsis quadridens,Peridiniopsis,quadridens,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridiniopsis umbonatum,Peridiniopsis,umbonatum,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridinium aciculiferum,Peridinium,aciculiferum,1,large,0,0,0,1,0,Dinophyceae,Peridiniales,1b-LargeDino
Peridinium cinctum,Peridinium,cinctum,1,large,0,0,0,1,0,Dinophyceae,Peridiniales,1b-LargeDino
Peridinium goslaviense,Peridinium,goslaviense,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridinium inconspicuum,Peridinium,inconspicuum,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridinium inconspicuum contactum,Peridinium,inconspicuum contactum,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridinium inconspicuum remotum,Peridinium,inconspicuum remotum,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridinium,Peridinium,,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridinium umbonatum,Peridinium,umbonatum,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridinium umbonatum conjectum,Peridinium,umbonatum conjectum,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Peridinium volzii,Peridinium,volzii,1,large,0,0,0,1,0,Dinophyceae,Peridiniales,1b-LargeDino
Peridinium willei,Peridinium,willei,1,large,0,0,0,1,0,Dinophyceae,Peridiniales,1b-LargeDino
Phacotus lendneri,Phacotus,lendneri,1,small,0,0,0,0,0,Chlorophyceae,Volvocales,3a-UnicPhyto
Phacotus lenticularis,Phacotus,lenticularis,1,small,0,0,0,0,0,Chlorophyceae,Volvocales,3a-UnicPhyto
Phacus acuminatum,Phacus,acuminatum,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Phacus pusillus,Phacus,pusillus,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Phacus granulatus,Phacus,granulatus,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Phacus longicauda,Phacus,longicauda,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Phacus monilatus,Phacus,monilatus,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Phacus orbicularis,Phacus,orbicularis,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Phacus pleuronectes pleuronectes,Phacus,pleuronectes pleuronectes,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Phacus,Phacus,,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Phacus tortus,Phacus,tortus,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Phormidium amoenum,Phormidium,amoenum,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Phormidium,Phormidium,,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pinnularia acrosphaeria,Pinnularia,acrosphaeria,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Pinnularia biceps,Pinnularia,biceps,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Pinnularia gibba,Pinnularia,gibba,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Pinnularia major,Pinnularia,major,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Pinnularia,Pinnularia,,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Pinnularia viridis,Pinnularia,viridis,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Placoneis clementis,Placoneis,clementis,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Plagioselmis lacustris,Plagioselmis,lacustris,1,small,0,0,0,1,0,Cryptophyceae,Pyrenomonadales,2d-Crypto
Plagioselmis nannoplanctica,Plagioselmis,nannoplanctica,1,small,0,0,0,1,0,Cryptophyceae,Pyrenomonadales,2d-Crypto
Planctonema lauterbornii,Planctonema,lauterbornii,0,large,1,1,0,NA,NA,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Planktolyngbya limnetica,Planktolyngbya,limnetica,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Planktolyngbya,Planktolyngbya,,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Planktosphaeria gelatinosa,Planktosphaeria,gelatinosa,0,small,0,0,0,1,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Planktothrix agardhii,Planktothrix,agardhii,0,large,1,1,0,1,1,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Planktothrix rubescens,Planktothrix,rubescens,0,large,1,1,0,1,1,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Planktothrix,Planktothrix,,0,large,1,1,0,1,1,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Planothidium calcar,Planothidium,calcar,1,small,0,0,0,1,0,Bacillariophyceae,Achnanthales,7b-SmallPenn
Planothidium lanceolatum,Planothidium,lanceolatum,1,small,0,0,0,1,0,Bacillariophyceae,Achnanthales,7b-SmallPenn
Pleurotaenium trabecula,Pleurotaenium,trabecula,0,large,0,0,0,0,0,Zygnematophyceae,Zygnematales,8a-LargeCoCh
Polyedriopsis bitridens,Polyedriopsis,bitridens,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Pseudanabaena acicularis,Pseudanabaena,acicularis,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudanabaena arcuata,Pseudanabaena,arcuata,0,small,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudanabaena articulata,Pseudanabaena,articulata,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudanabaena catenata,Pseudanabaena,catenata,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudanabaena catenata filament,Pseudanabaena,catenata filament,0,small,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudanabaena tenuis,Pseudanabaena,tenuis,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudanabaena galeata,Pseudanabaena,galeata,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudanabaena limnetica,Pseudanabaena,limnetica,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudanabaena minuta,Pseudanabaena,minuta,0,large,1,1,0,0,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudanabaena mucicola,Pseudanabaena,mucicola,0,small,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudanabaena,Pseudanabaena,,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Pseudochlorella pyrenoidosa,Pseudochlorella,pyrenoidosa,0,small,0,0,0,0,0,Trebouxiophyceae,Prasiolales,9d-SmallUnic
Pseudococcomyxa,Pseudococcomyxa,,0,small,0,0,0,1,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Pseudogoniochloris tripus,Pseudogoniochloris,tripus,0,small,0,0,0,1,0,Xanthophyceae,Mischococcales,9d-SmallUnic
Pseudokephyrion blatnense,Pseudokephyrion,blatnense,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Pseudokephyrion conicum,Pseudokephyrion,conicum,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Pseudokephyrion ellipsoideum,Pseudokephyrion,ellipsoideum,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Pseudokephyrion entzii,Pseudokephyrion,entzii,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Pseudokephyrion latum,Pseudokephyrion,latum,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Pseudokephyrion pseudospiralis,Pseudokephyrion,pseudospiralis,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Pseudokephyrion,Pseudokephyrion,,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Pseudokephyrion striatum,Pseudokephyrion,striatum,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Pseudopedinella,Pseudopedinella,,1,small,1,0,0,0,0,Dictyochophyceae,Pedinellales,NA
Pseudosphaerocystis lundii,Pseudosphaerocystis,lundii,0,large,1,0,0,1,0,Chlorophyceae,Tetrasporales,11b-GelaChlor
Pseudostaurastrum alternans,Pseudostaurastrum,alternans,0,small,0,0,0,1,0,Eustigmatophyceae,Eustigmatales,9d-SmallUnic
Pseudostaurastrum hastatum,Pseudostaurastrum,hastatum,0,small,0,0,0,1,0,Eustigmatophyceae,Eustigmatales,9d-SmallUnic
Pseudostaurastrum hastatum palatinum,Pseudostaurastrum,hastatum palatinum,0,small,0,0,0,1,0,Eustigmatophyceae,Eustigmatales,9d-SmallUnic
Pseudostaurastrum limneticum,Pseudostaurastrum,limneticum,0,large,0,0,0,1,0,Eustigmatophyceae,Eustigmatales,8b-LargeUnic
Pseudostaurosira parasitica,Pseudostaurosira,parasitica,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Pseudostaurosira robusta,Pseudostaurosira,robusta,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Pseudotetraedriella kamillae,Pseudotetraedriella,kamillae,0,small,0,0,0,1,0,Eustigmatophyceae,Eustigmatales,9d-SmallUnic
